State 0:
  pred_1(chair_0, chair_0)  [conf=1.000]
  pred_5(pad_4, horse_2)  [conf=1.000]
  pred_6(pad_4, horse_2)  [conf=1.000]
  pred_7(pad_4, horse_2)  [conf=1.000]
  pred_1(pad_4, pad_6)  [conf=1.000]
  pred_2(pad_4, pad_6)  [conf=1.000]
  pred_3(pad_4, pad_6)  [conf=1.000]
  pred_6(pad_4, pad_6)  [conf=1.000]
  pred_0(person, pad_5)  [conf=1.000]
  pred_1(person, pad_5)  [conf=1.000]
  pred_3(person, pad_5)  [conf=1.000]
  pred_4(person, pad_5)  [conf=1.000]
  pred_5(person, pad_5)  [conf=1.000]
  pred_6(person, pad_5)  [conf=1.000]
  pred_7(person, pad_5)  [conf=1.000]
  pred_0(horse_0, horse_0)  [conf=1.000]
  pred_4(horse_0, horse_0)  [conf=1.000]
  pred_5(horse_0, horse_0)  [conf=1.000]
  pred_7(horse_0, horse_0)  [conf=1.000]
  pred_0(horse_0, pad_5)  [conf=1.000]
  pred_4(horse_0, pad_5)  [conf=1.000]
  pred_5(horse_0, pad_5)  [conf=1.000]
  pred_7(horse_0, pad_5)  [conf=1.000]
  pred_0(person, pad_5)  [conf=1.000]
  pred_1(person, pad_5)  [conf=1.000]
  pred_3(person, pad_5)  [conf=1.000]
  pred_4(person, pad_5)  [conf=1.000]
  pred_5(person, pad_5)  [conf=1.000]
  pred_6(person, pad_5)  [conf=1.000]
  pred_7(person, pad_5)  [conf=1.000]

State 40:
  pred_0(person_1, person_1)  [conf=1.000]
  pred_4(person_1, person_1)  [conf=1.000]
  pred_5(person_1, person_1)  [conf=1.000]
  pred_7(person_1, person_1)  [conf=1.000]
  pred_0(person_1, person_1)  [conf=1.000]
  pred_4(person_1, person_1)  [conf=1.000]
  pred_5(person_1, person_1)  [conf=1.000]
  pred_7(person_1, person_1)  [conf=1.000]
  pred_1(chair_0, chair_0)  [conf=1.000]
  pred_2(chair_0, chair_0)  [conf=1.000]
  pred_3(chair_0, chair_0)  [conf=1.000]
  pred_6(chair_0, chair_0)  [conf=1.000]
  pred_5(wine glass, person_0)  [conf=1.000]
  pred_6(wine glass, person_0)  [conf=1.000]
  pred_7(wine glass, person_0)  [conf=1.000]
  pred_0(chair_2, person_1)  [conf=1.000]
  pred_1(chair_2, person_1)  [conf=1.000]
  pred_7(chair_2, person_1)  [conf=1.000]
  pred_1(laptop, wine glass)  [conf=1.000]
  pred_2(laptop, wine glass)  [conf=1.000]
  pred_3(laptop, wine glass)  [conf=1.000]
  pred_6(laptop, wine glass)  [conf=1.000]
  pred_1(laptop, laptop)  [conf=1.000]
  pred_2(laptop, laptop)  [conf=1.000]
  pred_3(laptop, laptop)  [conf=1.000]
  pred_6(laptop, laptop)  [conf=1.000]
  pred_0(person_0, person_0)  [conf=1.000]
  pred_4(person_0, person_0)  [conf=1.000]
  pred_5(person_0, person_0)  [conf=1.000]
  pred_6(person_0, person_0)  [conf=1.000]
  pred_7(person_0, person_0)  [conf=1.000]
  pred_1(chair_0, laptop)  [conf=1.000]
  pred_2(chair_0, laptop)  [conf=1.000]
  pred_3(chair_0, laptop)  [conf=1.000]
  pred_6(chair_0, laptop)  [conf=1.000]
  pred_1(chair_1, chair_1)  [conf=1.000]
  pred_2(chair_1, chair_1)  [conf=1.000]
  pred_3(chair_1, chair_1)  [conf=1.000]
  pred_6(chair_1, chair_1)  [conf=1.000]

State 41:
  pred_1(car_1, car_1)  [conf=1.000]
  pred_2(car_1, car_1)  [conf=1.000]
  pred_3(car_1, car_1)  [conf=1.000]
  pred_6(car_1, car_1)  [conf=1.000]
  pred_1(person_0, car_1)  [conf=1.000]
  pred_2(person_0, car_1)  [conf=1.000]
  pred_3(person_0, car_1)  [conf=1.000]
  pred_6(person_0, car_1)  [conf=1.000]
  pred_1(car_0, car_0)  [conf=1.000]
  pred_2(car_0, car_0)  [conf=1.000]
  pred_3(car_0, car_0)  [conf=1.000]
  pred_6(car_0, car_0)  [conf=1.000]
  pred_1(person_3, train)  [conf=1.000]
  pred_2(person_3, train)  [conf=1.000]
  pred_3(person_3, train)  [conf=1.000]
  pred_6(person_3, train)  [conf=1.000]
  pred_1(person_1, car_1)  [conf=1.000]
  pred_2(person_1, car_1)  [conf=1.000]
  pred_3(person_1, car_1)  [conf=1.000]
  pred_6(person_1, car_1)  [conf=1.000]
  pred_1(person_2, person_3)  [conf=1.000]
  pred_2(person_2, person_3)  [conf=1.000]
  pred_3(person_2, person_3)  [conf=1.000]
  pred_6(person_2, person_3)  [conf=1.000]
  pred_1(person_2, person_2)  [conf=1.000]
  pred_2(person_2, person_2)  [conf=1.000]
  pred_3(person_2, person_2)  [conf=1.000]
  pred_6(person_2, person_2)  [conf=1.000]
  pred_1(train, train)  [conf=1.000]
  pred_2(train, train)  [conf=1.000]
  pred_3(train, train)  [conf=1.000]
  pred_6(train, train)  [conf=1.000]
  pred_1(train, person_2)  [conf=1.000]
  pred_2(train, person_2)  [conf=1.000]
  pred_3(train, person_2)  [conf=1.000]
  pred_6(train, person_2)  [conf=1.000]
  pred_1(person_0, person_0)  [conf=1.000]
  pred_2(person_0, person_0)  [conf=1.000]
  pred_3(person_0, person_0)  [conf=1.000]
  pred_6(person_0, person_0)  [conf=1.000]

State 42:
  pred_1(car_0, car_0)  [conf=1.000]
  pred_2(car_0, car_0)  [conf=1.000]
  pred_3(car_0, car_0)  [conf=1.000]
  pred_6(car_0, car_0)  [conf=1.000]
  pred_1(car_1, car_0)  [conf=1.000]
  pred_2(car_1, car_0)  [conf=1.000]
  pred_3(car_1, car_0)  [conf=1.000]
  pred_6(car_1, car_0)  [conf=1.000]
  pred_1(postbox_1, postbox_1)  [conf=1.000]
  pred_2(postbox_1, postbox_1)  [conf=1.000]
  pred_3(postbox_1, postbox_1)  [conf=1.000]
  pred_6(postbox_1, postbox_1)  [conf=1.000]
  pred_0(pad_6, postbox_0)  [conf=1.000]
  pred_1(pad_6, postbox_0)  [conf=1.000]
  pred_5(pad_6, postbox_0)  [conf=1.000]
  pred_7(pad_6, postbox_0)  [conf=1.000]
  pred_1(car_2, car_0)  [conf=1.000]
  pred_2(car_2, car_0)  [conf=1.000]
  pred_3(car_2, car_0)  [conf=1.000]
  pred_6(car_2, car_0)  [conf=1.000]
  pred_0(postbox_0, pad_6)  [conf=1.000]
  pred_1(postbox_0, pad_6)  [conf=1.000]
  pred_4(postbox_0, pad_6)  [conf=1.000]
  pred_5(postbox_0, pad_6)  [conf=1.000]
  pred_7(postbox_0, pad_6)  [conf=1.000]
  pred_1(car_3, car_3)  [conf=1.000]
  pred_2(car_3, car_3)  [conf=1.000]
  pred_3(car_3, car_3)  [conf=1.000]
  pred_6(car_3, car_3)  [conf=1.000]
  pred_0(postbox_0, postbox_0)  [conf=1.000]
  pred_1(postbox_0, postbox_0)  [conf=1.000]
  pred_4(postbox_0, postbox_0)  [conf=1.000]
  pred_5(postbox_0, postbox_0)  [conf=1.000]
  pred_7(postbox_0, postbox_0)  [conf=1.000]
  pred_0(postbox_0, car_3)  [conf=1.000]
  pred_1(postbox_0, car_3)  [conf=1.000]
  pred_4(postbox_0, car_3)  [conf=1.000]
  pred_5(postbox_0, car_3)  [conf=1.000]
  pred_7(postbox_0, car_3)  [conf=1.000]
  pred_1(car_1, car_1)  [conf=1.000]
  pred_2(car_1, car_1)  [conf=1.000]
  pred_3(car_1, car_1)  [conf=1.000]
  pred_6(car_1, car_1)  [conf=1.000]

State 43:
  pred_0(person_0, person_0)  [conf=1.000]
  pred_1(person_0, person_0)  [conf=1.000]
  pred_4(person_0, person_0)  [conf=1.000]
  pred_5(person_0, person_0)  [conf=1.000]
  pred_7(person_0, person_0)  [conf=1.000]
  pred_0(person_1, horse_1)  [conf=1.000]
  pred_5(person_1, horse_1)  [conf=1.000]
  pred_7(person_1, horse_1)  [conf=1.000]
  pred_0(horse_1, horse_1)  [conf=1.000]
  pred_4(horse_1, horse_1)  [conf=1.000]
  pred_5(horse_1, horse_1)  [conf=1.000]
  pred_7(horse_1, horse_1)  [conf=1.000]
  pred_0(person_1, horse_0)  [conf=1.000]
  pred_4(person_1, horse_0)  [conf=1.000]
  pred_5(person_1, horse_0)  [conf=1.000]
  pred_7(person_1, horse_0)  [conf=1.000]
  pred_0(horse_2, person_0)  [conf=1.000]
  pred_1(horse_2, person_0)  [conf=1.000]
  pred_5(horse_2, person_0)  [conf=1.000]
  pred_7(horse_2, person_0)  [conf=1.000]
  pred_0(person_2, person_3)  [conf=1.000]
  pred_4(person_2, person_3)  [conf=1.000]
  pred_5(person_2, person_3)  [conf=1.000]
  pred_7(person_2, person_3)  [conf=1.000]
  pred_0(person_2, person_2)  [conf=1.000]
  pred_1(person_2, person_2)  [conf=1.000]
  pred_4(person_2, person_2)  [conf=1.000]
  pred_5(person_2, person_2)  [conf=1.000]
  pred_7(person_2, person_2)  [conf=1.000]
  pred_0(horse_0, horse_0)  [conf=1.000]
  pred_4(horse_0, horse_0)  [conf=1.000]
  pred_5(horse_0, horse_0)  [conf=1.000]
  pred_7(horse_0, horse_0)  [conf=1.000]
  pred_0(horse_1, person_2)  [conf=1.000]
  pred_1(horse_1, person_2)  [conf=1.000]
  pred_4(horse_1, person_2)  [conf=1.000]
  pred_5(horse_1, person_2)  [conf=1.000]
  pred_7(horse_1, person_2)  [conf=1.000]
  pred_0(person_1, person_1)  [conf=1.000]
  pred_4(person_1, person_1)  [conf=1.000]
  pred_5(person_1, person_1)  [conf=1.000]
  pred_7(person_1, person_1)  [conf=1.000]

State 44:
  pred_1(pad_2, pad_2)  [conf=1.000]
  pred_2(pad_2, pad_2)  [conf=1.000]
  pred_3(pad_2, pad_2)  [conf=1.000]
  pred_6(pad_2, pad_2)  [conf=1.000]
  pred_1(pad_3, pad_2)  [conf=1.000]
  pred_2(pad_3, pad_2)  [conf=1.000]
  pred_3(pad_3, pad_2)  [conf=1.000]
  pred_6(pad_3, pad_2)  [conf=1.000]
  pred_1(pad_1, pad_1)  [conf=1.000]
  pred_2(pad_1, pad_1)  [conf=1.000]
  pred_3(pad_1, pad_1)  [conf=1.000]
  pred_6(pad_1, pad_1)  [conf=1.000]
  pred_1(pad_6, man)  [conf=1.000]
  pred_4(pad_6, man)  [conf=1.000]
  pred_5(pad_6, man)  [conf=1.000]
  pred_6(pad_6, man)  [conf=1.000]
  pred_7(pad_6, man)  [conf=1.000]
  pred_1(pad_4, pad_2)  [conf=1.000]
  pred_2(pad_4, pad_2)  [conf=1.000]
  pred_3(pad_4, pad_2)  [conf=1.000]
  pred_6(pad_4, pad_2)  [conf=1.000]
  pred_0(man, pad_6)  [conf=1.000]
  pred_1(man, pad_6)  [conf=1.000]
  pred_3(man, pad_6)  [conf=1.000]
  pred_4(man, pad_6)  [conf=1.000]
  pred_5(man, pad_6)  [conf=1.000]
  pred_6(man, pad_6)  [conf=1.000]
  pred_7(man, pad_6)  [conf=1.000]
  pred_1(pad_5, pad_5)  [conf=1.000]
  pred_2(pad_5, pad_5)  [conf=1.000]
  pred_3(pad_5, pad_5)  [conf=1.000]
  pred_6(pad_5, pad_5)  [conf=1.000]
  pred_0(man, man)  [conf=1.000]
  pred_1(man, man)  [conf=1.000]
  pred_4(man, man)  [conf=1.000]
  pred_5(man, man)  [conf=1.000]
  pred_6(man, man)  [conf=1.000]
  pred_7(man, man)  [conf=1.000]
  pred_0(man, pad_5)  [conf=1.000]
  pred_1(man, pad_5)  [conf=1.000]
  pred_3(man, pad_5)  [conf=1.000]
  pred_4(man, pad_5)  [conf=1.000]
  pred_5(man, pad_5)  [conf=1.000]
  pred_6(man, pad_5)  [conf=1.000]
  pred_7(man, pad_5)  [conf=1.000]
  pred_1(pad_3, pad_3)  [conf=1.000]
  pred_2(pad_3, pad_3)  [conf=1.000]
  pred_3(pad_3, pad_3)  [conf=1.000]
  pred_6(pad_3, pad_3)  [conf=1.000]

State 45:
  pred_1(pad_2, pad_2)  [conf=1.000]
  pred_2(pad_2, pad_2)  [conf=1.000]
  pred_3(pad_2, pad_2)  [conf=1.000]
  pred_6(pad_2, pad_2)  [conf=1.000]
  pred_1(pad_3, pad_2)  [conf=1.000]
  pred_2(pad_3, pad_2)  [conf=1.000]
  pred_3(pad_3, pad_2)  [conf=1.000]
  pred_6(pad_3, pad_2)  [conf=1.000]
  pred_1(pad_1, pad_1)  [conf=1.000]
  pred_2(pad_1, pad_1)  [conf=1.000]
  pred_3(pad_1, pad_1)  [conf=1.000]
  pred_6(pad_1, pad_1)  [conf=1.000]
  pred_1(pad_6, pad_6)  [conf=1.000]
  pred_2(pad_6, pad_6)  [conf=1.000]
  pred_3(pad_6, pad_6)  [conf=1.000]
  pred_6(pad_6, pad_6)  [conf=1.000]
  pred_1(pad_4, pad_2)  [conf=1.000]
  pred_2(pad_4, pad_2)  [conf=1.000]
  pred_3(pad_4, pad_2)  [conf=1.000]
  pred_6(pad_4, pad_2)  [conf=1.000]
  pred_1(pad_5, pad_6)  [conf=1.000]
  pred_2(pad_5, pad_6)  [conf=1.000]
  pred_3(pad_5, pad_6)  [conf=1.000]
  pred_6(pad_5, pad_6)  [conf=1.000]
  pred_1(pad_5, pad_5)  [conf=1.000]
  pred_2(pad_5, pad_5)  [conf=1.000]
  pred_3(pad_5, pad_5)  [conf=1.000]
  pred_6(pad_5, pad_5)  [conf=1.000]
  pred_0(car, car)  [conf=1.000]
  pred_4(car, car)  [conf=1.000]
  pred_5(car, car)  [conf=1.000]
  pred_6(car, car)  [conf=1.000]
  pred_7(car, car)  [conf=1.000]
  pred_0(car, pad_5)  [conf=1.000]
  pred_3(car, pad_5)  [conf=1.000]
  pred_4(car, pad_5)  [conf=1.000]
  pred_5(car, pad_5)  [conf=1.000]
  pred_6(car, pad_5)  [conf=1.000]
  pred_7(car, pad_5)  [conf=1.000]
  pred_1(pad_3, pad_3)  [conf=1.000]
  pred_2(pad_3, pad_3)  [conf=1.000]
  pred_3(pad_3, pad_3)  [conf=1.000]
  pred_6(pad_3, pad_3)  [conf=1.000]

State 46:
  pred_1(laptop, laptop)  [conf=1.000]
  pred_2(laptop, laptop)  [conf=1.000]
  pred_3(laptop, laptop)  [conf=1.000]
  pred_6(laptop, laptop)  [conf=1.000]
  pred_0(cap, laptop)  [conf=1.000]
  pred_1(cap, laptop)  [conf=1.000]
  pred_3(cap, laptop)  [conf=1.000]
  pred_4(cap, laptop)  [conf=1.000]
  pred_5(cap, laptop)  [conf=1.000]
  pred_6(cap, laptop)  [conf=1.000]
  pred_7(cap, laptop)  [conf=1.000]
  pred_0(person, person)  [conf=1.000]
  pred_4(person, person)  [conf=1.000]
  pred_5(person, person)  [conf=1.000]
  pred_6(person, person)  [conf=1.000]
  pred_7(person, person)  [conf=1.000]
  pred_0(cap, watch)  [conf=1.000]
  pred_1(cap, watch)  [conf=1.000]
  pred_3(cap, watch)  [conf=1.000]
  pred_4(cap, watch)  [conf=1.000]
  pred_5(cap, watch)  [conf=1.000]
  pred_6(cap, watch)  [conf=1.000]
  pred_7(cap, watch)  [conf=1.000]
  pred_1(book, laptop)  [conf=1.000]
  pred_2(book, laptop)  [conf=1.000]
  pred_3(book, laptop)  [conf=1.000]
  pred_6(book, laptop)  [conf=1.000]
  pred_1(book, watch)  [conf=1.000]
  pred_2(book, watch)  [conf=1.000]
  pred_3(book, watch)  [conf=1.000]
  pred_6(book, watch)  [conf=1.000]
  pred_0(glasses, glasses)  [conf=1.000]
  pred_4(glasses, glasses)  [conf=1.000]
  pred_5(glasses, glasses)  [conf=1.000]
  pred_6(glasses, glasses)  [conf=1.000]
  pred_7(glasses, glasses)  [conf=1.000]
  pred_0(person, sofa)  [conf=1.000]
  pred_4(person, sofa)  [conf=1.000]
  pred_5(person, sofa)  [conf=1.000]
  pred_6(person, sofa)  [conf=1.000]
  pred_7(person, sofa)  [conf=1.000]
  pred_0(sofa, glasses)  [conf=1.000]
  pred_4(sofa, glasses)  [conf=1.000]
  pred_5(sofa, glasses)  [conf=1.000]
  pred_6(sofa, glasses)  [conf=1.000]
  pred_7(sofa, glasses)  [conf=1.000]
  pred_0(cap, cap)  [conf=1.000]
  pred_1(cap, cap)  [conf=1.000]
  pred_4(cap, cap)  [conf=1.000]
  pred_5(cap, cap)  [conf=1.000]
  pred_6(cap, cap)  [conf=1.000]
  pred_7(cap, cap)  [conf=1.000]

State 47:
  pred_0(skateboard_0, skateboard_0)  [conf=1.000]
  pred_4(skateboard_0, skateboard_0)  [conf=1.000]
  pred_5(skateboard_0, skateboard_0)  [conf=1.000]
  pred_7(skateboard_0, skateboard_0)  [conf=1.000]
  pred_0(skateboard_0, skateboard_0)  [conf=1.000]
  pred_4(skateboard_0, skateboard_0)  [conf=1.000]
  pred_5(skateboard_0, skateboard_0)  [conf=1.000]
  pred_7(skateboard_0, skateboard_0)  [conf=1.000]
  pred_1(house_0, house_0)  [conf=1.000]
  pred_2(house_0, house_0)  [conf=1.000]
  pred_3(house_0, house_0)  [conf=1.000]
  pred_1(house_2, person)  [conf=1.000]
  pred_4(house_2, person)  [conf=1.000]
  pred_5(house_2, person)  [conf=1.000]
  pred_6(house_2, person)  [conf=1.000]
  pred_7(house_2, person)  [conf=1.000]
  pred_5(skateboard_1, skateboard_0)  [conf=1.000]
  pred_7(skateboard_1, skateboard_0)  [conf=1.000]
  pred_0(person, house_2)  [conf=1.000]
  pred_1(person, house_2)  [conf=1.000]
  pred_3(person, house_2)  [conf=1.000]
  pred_4(person, house_2)  [conf=1.000]
  pred_5(person, house_2)  [conf=1.000]
  pred_6(person, house_2)  [conf=1.000]
  pred_7(person, house_2)  [conf=1.000]
  pred_1(house_1, house_1)  [conf=1.000]
  pred_2(house_1, house_1)  [conf=1.000]
  pred_3(house_1, house_1)  [conf=1.000]
  pred_6(house_1, house_1)  [conf=1.000]
  pred_0(person, person)  [conf=1.000]
  pred_1(person, person)  [conf=1.000]
  pred_4(person, person)  [conf=1.000]
  pred_5(person, person)  [conf=1.000]
  pred_6(person, person)  [conf=1.000]
  pred_7(person, person)  [conf=1.000]
  pred_1(house_0, house_1)  [conf=1.000]
  pred_2(house_0, house_1)  [conf=1.000]
  pred_3(house_0, house_1)  [conf=1.000]
  pred_6(house_0, house_1)  [conf=1.000]
  pred_1(tree, tree)  [conf=1.000]
  pred_2(tree, tree)  [conf=1.000]
  pred_3(tree, tree)  [conf=1.000]
  pred_6(tree, tree)  [conf=1.000]

